Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.0957081317901611	0	10.923913	2.5885773	18.0	7.0	10.923913043478262	2.5885773146996587	1005	1005
1.6218743324279785	1	15.6875	5.9996743	37.0	8.0	15.6875	5.9996744703358695	1004	2009
2.2341103553771973	2	36.0	11.732129	64.0	20.0	36.0	11.732129267224137	1008	3017
2.727841377258301	3	38.0	18.809193	84.0	14.0	38.0	18.809192281587062	1064	4081
3.200662612915039	4	50.65	30.153402	120.0	17.0	50.65	30.153399476675922	1013	5094
3.6912355422973633	5	52.55	29.843718	140.0	21.0	52.55	29.843717931919944	1051	6145
4.232617616653442	6	37.296295	12.53385	66.0	17.0	37.2962962962963	12.53384991492982	1007	7152
4.79264235496521	7	59.058823	32.147583	121.0	22.0	59.05882352941177	32.147583548809415	1004	8156
5.246649503707886	8	53.31579	29.316877	149.0	20.0	53.31578947368421	29.316876101943933	1013	9169
5.7183449268341064	9	78.76923	46.492603	183.0	26.0	78.76923076923077	46.49260296194992	1024	10193
6.271278381347656	10	97.63636	30.683939	138.0	33.0	97.63636363636364	30.68393932061861	1074	11267
6.733879566192627	11	112.0	49.6566	231.0	59.0	112.0	49.65659853209619	1008	12275
7.266630411148071	12	108.2	32.593864	183.0	64.0	108.2	32.59386445329857	1082	13357
7.777444362640381	13	112.7	29.22687	162.0	78.0	112.7	29.226871197581175	1127	14484
8.330977439880371	14	123.333336	18.95609	145.0	82.0	123.33333333333333	18.95608961081724	1110	15594
8.878771781921387	15	108.1	22.340322	147.0	84.0	108.1	22.340322289528412	1081	16675
9.37813663482666	16	154.42857	38.986656	206.0	97.0	154.42857142857142	38.986653917378824	1081	17756
9.892928838729858	17	204.6	51.836666	288.0	145.0	204.6	51.83666655949242	1023	18779
10.42653489112854	18	166.28572	29.138659	190.0	97.0	166.28571428571428	29.138655159251876	1164	19943
10.970410346984863	19	202.0	50.091915	268.0	137.0	202.0	50.09191551538032	1010	20953
11.568695545196533	20	228.8	45.56929	290.0	156.0	228.8	45.5692879031481	1144	22097
12.175525903701782	21	314.0	112.80736	438.0	169.0	314.0	112.80735791605085	1256	23353
12.675403594970703	22	267.5	38.849068	334.0	240.0	267.5	38.84906691286162	1070	24423
13.307526350021362	23	214.4	68.13692	350.0	174.0	214.4	68.136920975342	1072	25495
13.79848861694336	24	209.4	57.618057	278.0	114.0	209.4	57.618052726554374	1047	26542
14.285579442977905	25	252.75	91.34105	374.0	123.0	252.75	91.34105046472807	1011	27553
14.83635663986206	26	229.2	81.35207	345.0	132.0	229.2	81.35207434355931	1146	28699
15.508040189743042	27	188.0	71.91662	334.0	100.0	188.0	71.91661838546081	1128	29827
16.046234846115112	28	227.0	83.57751	392.0	160.0	227.0	83.57750893631611	1135	30962
16.699666023254395	29	163.0	31.21355	192.0	102.0	163.0	31.213550171131036	1141	32103
17.219993114471436	30	170.33333	34.84569	201.0	116.0	170.33333333333334	34.845691587658614	1022	33125
17.69696068763733	31	173.0	40.898247	204.0	83.0	173.0	40.89824772122476	1038	34163
18.221417903900146	32	135.5	44.84139	208.0	83.0	135.5	44.8413871328709	1084	35247
18.727789163589478	33	137.625	40.43803	206.0	99.0	137.625	40.43803129480959	1101	36348
19.33146381378174	34	119.333336	38.453438	185.0	88.0	119.33333333333333	38.453435043785966	1074	37422
19.88487458229065	35	161.57143	35.099277	227.0	120.0	161.57142857142858	35.09927611324013	1131	38553
20.380710124969482	36	208.4	72.97287	293.0	97.0	208.4	72.97287167160135	1042	39595
21.18287420272827	37	371.0	286.2979	799.0	98.0	371.0	286.2979217528482	1484	41079
21.79849123954773	38	393.33334	241.18779	708.0	122.0	393.3333333333333	241.18780142361172	1180	42259
22.36616611480713	39	203.0	113.04129	429.0	101.0	203.0	113.04129039131381	1218	43477
22.93315577507019	40	123.77778	33.215717	196.0	88.0	123.77777777777777	33.21571842693281	1114	44591
23.439441442489624	41	100.454544	16.54945	147.0	88.0	100.45454545454545	16.54945006701616	1105	45696
23.985612392425537	42	132.375	12.51936	150.0	105.0	132.375	12.519360007604222	1059	46755
24.468343496322632	43	117.44444	19.799614	144.0	91.0	117.44444444444444	19.799613414357985	1057	47812
25.008124828338623	44	108.2	16.011246	131.0	83.0	108.2	16.011246047700347	1082	48894
25.465775728225708	45	112.55556	10.985962	128.0	97.0	112.55555555555556	10.985961861607356	1013	49907
26.00563669204712	46	107.6	12.265399	121.0	89.0	107.6	12.265398485169571	1076	50983
26.501204252243042	47	99.545456	13.660584	121.0	81.0	99.54545454545455	13.66058455000861	1095	52078
27.069488286972046	48	99.72727	12.091251	116.0	79.0	99.72727272727273	12.091250849578715	1097	53175
27.55921506881714	49	96.818184	10.346877	112.0	83.0	96.81818181818181	10.346876400134942	1065	54240
28.072296619415283	50	91.454544	10.307664	104.0	77.0	91.45454545454545	10.307663842224267	1006	55246
28.54883861541748	51	87.166664	9.007713	105.0	76.0	87.16666666666667	9.007712744581108	1046	56292
29.082056760787964	52	70.73333	21.217813	92.0	27.0	70.73333333333333	21.217812223590716	1061	57353
29.54052209854126	53	46.045456	22.153345	83.0	21.0	46.04545454545455	22.15334424318425	1013	58366
30.01712942123413	54	38.653847	16.81561	87.0	16.0	38.65384615384615	16.815611582675437	1005	59371
30.585848331451416	55	35.103447	18.300829	89.0	18.0	35.10344827586207	18.300828750004186	1018	60389
31.08500075340271	56	48.61905	26.671684	88.0	17.0	48.61904761904762	26.671683201613963	1021	61410
31.586762189865112	57	85.916664	20.613338	99.0	20.0	85.91666666666667	20.613338454074395	1031	62441
32.27077603340149	58	86.083336	6.3305917	95.0	74.0	86.08333333333333	6.330591511769567	1033	63474
32.763174057006836	59	87.583336	8.976436	100.0	76.0	87.58333333333333	8.97643519939229	1051	64525
