Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.1656584739685059	0	10.923913	2.5885773	18.0	7.0	10.923913043478262	2.5885773146996587	1005	1005
1.703423023223877	1	12.923077	3.618929	21.0	7.0	12.923076923076923	3.6189289773081743	1008	2013
2.213528633117676	2	16.716667	5.5229573	31.0	7.0	16.716666666666665	5.522957138667252	1003	3016
2.7365665435791016	3	19.09434	7.7879057	45.0	9.0	19.09433962264151	7.787905841372918	1012	4028
3.231578826904297	4	19.557692	9.550299	47.0	9.0	19.557692307692307	9.550298951298414	1017	5045
3.6946940422058105	5	22.84091	13.238962	64.0	8.0	22.84090909090909	13.238963125112901	1005	6050
4.204145193099976	6	27.833334	17.00245	79.0	10.0	27.833333333333332	17.002450803732188	1002	7052
4.665248870849609	7	25.125	12.1144285	61.0	11.0	25.125	12.114428381066933	1005	8057
5.1854164600372314	8	28.5	15.621388	73.0	9.0	28.5	15.621388471508471	1026	9083
5.647207736968994	9	36.035713	22.173798	111.0	17.0	36.035714285714285	22.173797507832695	1009	10092
6.139028549194336	10	36.5	15.098486	74.0	17.0	36.5	15.098486206050119	1022	11114
6.657642126083374	11	49.0	29.429422	112.0	17.0	49.0	29.429422506921693	1078	12192
7.214844465255737	12	48.904762	27.043009	123.0	18.0	48.904761904761905	27.043007655187854	1027	13219
7.7305588722229	13	44.304348	19.218275	93.0	16.0	44.30434782608695	19.2182765879111	1019	14238
8.194072246551514	14	49.333332	21.898758	130.0	22.0	49.333333333333336	21.89875694087579	1036	15274
8.64452314376831	15	63.4375	23.401306	107.0	20.0	63.4375	23.401305385597617	1015	16289
9.1826651096344	16	52.2	28.311834	107.0	18.0	52.2	28.311834981152316	1044	17333
9.649972677230835	17	57.27778	40.225483	164.0	16.0	57.27777777777778	40.2254832932165	1031	18364
10.158108949661255	18	50.38095	21.350758	104.0	20.0	50.38095238095238	21.350758189896833	1058	19422
10.692471027374268	19	56.63158	20.976704	91.0	21.0	56.63157894736842	20.976705190873517	1076	20498
11.287254095077515	20	57.88889	24.243874	105.0	23.0	57.888888888888886	24.243874114892723	1042	21540
11.87150239944458	21	56.166668	22.86494	112.0	25.0	56.166666666666664	22.864941625894335	1011	22551
12.350586652755737	22	65.9375	30.79868	158.0	27.0	65.9375	30.798678441614992	1055	23606
12.80595088005066	23	83.5	57.693874	239.0	37.0	83.5	57.69387604705835	1002	24608
13.354347229003906	24	70.73333	24.203217	129.0	37.0	70.73333333333333	24.20321374436783	1061	25669
13.90323781967163	25	66.6875	20.999163	100.0	28.0	66.6875	20.999162929745555	1067	26736
14.412176847457886	26	70.8	18.385502	106.0	38.0	70.8	18.385501534270603	1062	27798
14.939404964447021	27	76.5	28.184977	124.0	38.0	76.5	28.18497573429605	1071	28869
15.417070627212524	28	79.53846	22.190142	123.0	45.0	79.53846153846153	22.1901412087419	1034	29903
15.92782187461853	29	111.22222	80.952354	336.0	60.0	111.22222222222223	80.95235605352869	1001	30904
16.440914154052734	30	145.28572	51.0454	215.0	84.0	145.28571428571428	51.045397961630435	1017	31921
16.977729082107544	31	179.83333	97.603645	392.0	91.0	179.83333333333334	97.60364861121853	1079	33000
17.477048873901367	32	178.16667	108.254974	413.0	94.0	178.16666666666666	108.25497165899075	1069	34069
18.04105806350708	33	141.375	43.162304	240.0	94.0	141.375	43.16230270733942	1131	35200
18.553264141082764	34	132.25	19.246754	153.0	101.0	132.25	19.246752972904286	1058	36258
19.24466633796692	35	177.28572	93.868774	374.0	81.0	177.28571428571428	93.86877510000602	1241	37499
19.792303323745728	36	233.4	58.050327	329.0	146.0	233.4	58.05032299651743	1167	38666
20.372459411621094	37	204.16667	41.498665	250.0	138.0	204.16666666666666	41.49866129032223	1225	39891
20.89988946914673	38	286.0	88.15044	406.0	171.0	286.0	88.15043959050914	1144	41035
21.45939064025879	39	201.0	78.513695	312.0	101.0	201.0	78.51369307324678	1005	42040
22.085655212402344	40	306.5	93.02285	404.0	201.0	306.5	93.02284665607691	1226	43266
22.55090355873108	41	255.0	99.18417	352.0	96.0	255.0	99.18417212438686	1020	44286
23.138133764266968	42	403.66666	80.40038	515.0	328.0	403.6666666666667	80.40038695318712	1211	45497
23.639599323272705	43	355.0	20.832666	384.0	336.0	355.0	20.83266665599966	1065	46562
24.29228973388672	44	423.33334	164.02505	648.0	261.0	423.3333333333333	164.02506583514062	1270	47832
24.83234977722168	45	235.0	37.730625	299.0	186.0	235.0	37.73062416658383	1175	49007
25.426117181777954	46	301.75	44.03053	351.0	239.0	301.75	44.030529181466804	1207	50214
26.02765655517578	47	192.66667	75.01482	324.0	107.0	192.66666666666666	75.01481335191218	1156	51370
26.65691566467285	48	218.6	36.47794	253.0	164.0	218.6	36.477938538245276	1093	52463
27.123497009277344	49	202.0	27.676704	234.0	164.0	202.0	27.676705006196094	1010	53473
27.626684188842773	50	232.8	45.088356	288.0	174.0	232.8	45.088357699077925	1164	54637
28.266366481781006	51	273.75	58.631798	325.0	179.0	273.75	58.63179598136151	1095	55732
28.795228958129883	52	399.33334	59.111942	480.0	340.0	399.3333333333333	59.111946527095704	1198	56930
29.362126350402832	53	300.0	45.73292	378.0	261.0	300.0	45.732920309116494	1200	58130
29.8306086063385	54	353.33334	10.402991	368.0	345.0	353.3333333333333	10.402991022884823	1060	59190
30.602458477020264	55	410.5	220.00284	711.0	100.0	410.5	220.0028408907485	1642	60832
31.394542694091797	56	407.5	174.8435	701.0	273.0	407.5	174.8435014520128	1630	62462
