Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
8.59195852279663	0	13.614796	4.196948	42.0	7.0	13.614795918367347	4.196948047990868	16011	16011
16.340734720230103	1	19.902985	7.757714	72.0	8.0	19.902985074626866	7.757714250525863	16002	32013
24.111596822738647	2	27.735294	10.647749	88.0	9.0	27.735294117647058	10.647749408867982	16031	48044
32.072054624557495	3	82.56701	42.06424	254.0	16.0	82.56701030927834	42.06423835984325	16018	64062
39.96235799789429	4	95.94012	43.14406	266.0	16.0	95.94011976047904	43.14405623037325	16022	80084
47.66101908683777	5	118.53333	46.436066	269.0	29.0	118.53333333333333	46.43606516650768	16002	96086
55.70414066314697	6	138.43103	51.569542	458.0	79.0	138.43103448275863	51.569541955989244	16058	112144
63.72307085990906	7	163.42857	64.044304	386.0	80.0	163.42857142857142	64.04430864165649	16016	128160
71.49932932853699	8	170.23404	59.37913	449.0	85.0	170.2340425531915	59.37913265025064	16002	144162
79.46070051193237	9	211.06494	52.403362	416.0	115.0	211.06493506493507	52.403365030828176	16252	160414
87.51238703727722	10	320.42	112.033936	634.0	85.0	320.42	112.03393950049244	16021	176435
95.4576427936554	11	487.63635	200.72517	902.0	193.0	487.6363636363636	200.7251729139181	16092	192527
103.29652094841003	12	500.25	272.0201	1000.0	182.0	500.25	272.02010495549774	16008	208535
111.47777485847473	13	405.825	150.47556	740.0	201.0	405.825	150.4755607233281	16233	224768
119.2827217578888	14	377.0465	95.66559	600.0	186.0	377.04651162790697	95.66558844962307	16213	240981
127.15466046333313	15	325.56	66.63877	502.0	225.0	325.56	66.63877549895406	16278	257259
135.00044989585876	16	341.0851	74.43741	477.0	233.0	341.0851063829787	74.4374161770567	16031	273290
143.0853190422058	17	429.28946	79.45701	551.0	263.0	429.2894736842105	79.45700853282958	16313	289603
150.99874567985535	18	464.7143	105.69513	656.0	232.0	464.7142857142857	105.69513340021761	16265	305868
158.98279356956482	19	533.8333	132.68135	816.0	280.0	533.8333333333334	132.68134340927094	16015	321883
167.0681517124176	20	507.21875	107.37863	692.0	269.0	507.21875	107.37863334219476	16231	338114
175.12321305274963	21	407.15	81.837814	594.0	241.0	407.15	81.83781216528213	16286	354400
182.68335676193237	22	381.11905	72.97136	483.0	240.0	381.1190476190476	72.97135849768546	16007	370407
190.31610107421875	23	368.02274	71.41571	466.0	243.0	368.02272727272725	71.41571275934744	16193	386600
197.7735629081726	24	315.33334	59.775616	447.0	236.0	315.3333333333333	59.77561528756133	16082	402682
